birth_id,line_id,number,sex,dob,source,litter_id,ear_mark,sire,dam,generation,gt_app,gt_ps1,gt_aqp4,gt_cagegfp,genotype,genotype_status,status,status_date,notes
cagegfp-63,cagegfp,63,M,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-64,cagegfp,64,F,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-65,cagegfp,65,F,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-66,cagegfp,66,F,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-67,cagegfp,67,F,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-68,cagegfp,68,F,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-69,cagegfp,69,M,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-70,cagegfp,70,M,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-71,cagegfp,71,M,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-72,cagegfp,72,F,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-73,cagegfp,73,F,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,パンチが76みたいになっている tag:Punch
cagegfp-74,cagegfp,74,F,2024-07-06,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-75,cagegfp,75,M,2024-07-11,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-76,cagegfp,76,M,2024-07-11,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-77,cagegfp,77,M,2024-07-11,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-78,cagegfp,78,F,2024-07-11,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-79,cagegfp,79,F,2024-07-11,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-80,cagegfp,80,M,2024-08-02,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-81,cagegfp,81,M,2024-08-02,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-82,cagegfp,82,M,2024-08-02,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-83,cagegfp,83,M,2024-08-05,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-84,cagegfp,84,F,2024-08-05,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-85,cagegfp,85,M,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-86,cagegfp,86,M,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-87,cagegfp,87,M,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-88,cagegfp,88,M,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-89,cagegfp,89,F,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-90,cagegfp,90,F,2024-08-28,in_house,,,CAG-EGFP 16,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-91,cagegfp,91,M,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-92,cagegfp,92,M,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-93,cagegfp,93,M,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-94,cagegfp,94,M,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-95,cagegfp,95,M,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-96,cagegfp,96,F,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-97,cagegfp,97,F,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-98,cagegfp,98,F,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-99,cagegfp,99,F,2024-09-24,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-100,cagegfp,100,M,2024-12-06,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-101,cagegfp,101,M,2024-12-06,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-102,cagegfp,102,M,2024-12-06,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-103,cagegfp,103,F,2024-12-06,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-104,cagegfp,104,F,2024-12-06,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp_aqp4ko-1,cagegfp_aqp4ko,1,M,2024-08-25,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-2,cagegfp_aqp4ko,2,F,2024-08-25,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,,,,pending,sacrificed,,tag:punch
cagegfp_aqp4ko-3,cagegfp_aqp4ko,3,F,2024-08-25,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,,AQP4:+/-,pending,sacrificed,,tag:punch
cagegfp_aqp4ko-4,cagegfp_aqp4ko,4,M,2024-09-17,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-5,cagegfp_aqp4ko,5,M,2024-09-17,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-6,cagegfp_aqp4ko,6,M,2024-10-04,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-7,cagegfp_aqp4ko,7,M,2024-10-04,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-8,cagegfp_aqp4ko,8,F,2024-10-04,in_house,,,CAG-EGFP46,5xFAD-AQP4KO25,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-9,cagegfp_aqp4ko,9,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-10,cagegfp_aqp4ko,10,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-11,cagegfp_aqp4ko,11,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-12,cagegfp_aqp4ko,12,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-13,cagegfp_aqp4ko,13,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-14,cagegfp_aqp4ko,14,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-15,cagegfp_aqp4ko,15,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-16,cagegfp_aqp4ko,16,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP66,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-17,cagegfp_aqp4ko,17,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP72,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-18,cagegfp_aqp4ko,18,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP72,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-19,cagegfp_aqp4ko,19,M,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP72,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-20,cagegfp_aqp4ko,20,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP72,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-21,cagegfp_aqp4ko,21,F,2024-11-12,in_house,,,5xFAD-AQP4KO42,CAG-EGFP72,1,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-22,cagegfp_aqp4ko,22,M,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/+,+/+,AQP4:+/+; CAG-EGFP:+/+,confirmed,sacrificed,,CAGEGFP tag:punch
cagegfp_aqp4ko-23,cagegfp_aqp4ko,23,M,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-24,cagegfp_aqp4ko,24,M,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/+,+/+,AQP4:+/+; CAG-EGFP:+/+,confirmed,sacrificed,,CAGEGFP tag:punch
cagegfp_aqp4ko-25,cagegfp_aqp4ko,25,M,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/+,-/-,AQP4:+/+; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-26,cagegfp_aqp4ko,26,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-27,cagegfp_aqp4ko,27,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-28,cagegfp_aqp4ko,28,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-29,cagegfp_aqp4ko,29,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-30,cagegfp_aqp4ko,30,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,-/-,-/-,AQP4:-/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-31,cagegfp_aqp4ko,31,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,CAGEGFP-AQP4KO tag:punch
cagegfp_aqp4ko-32,cagegfp_aqp4ko,32,F,2025-01-17,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 2,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-33,cagegfp_aqp4ko,33,M,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-34,cagegfp_aqp4ko,34,M,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-35,cagegfp_aqp4ko,35,M,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-36,cagegfp_aqp4ko,36,M,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-37,cagegfp_aqp4ko,37,M,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,CAGEGFP-AQP4KO tag:punch
cagegfp_aqp4ko-38,cagegfp_aqp4ko,38,F,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/+,-/-,AQP4:+/+; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-39,cagegfp_aqp4ko,39,F,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-40,cagegfp_aqp4ko,40,F,2025-01-18,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 3,2,,,+/-,-/-,AQP4:+/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-41,cagegfp_aqp4ko,41,M,2025-01-24,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 8,2,,,+/+,+/+,AQP4:+/+; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-42,cagegfp_aqp4ko,42,M,2025-01-24,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 8,2,,,-/-,-/-,AQP4:-/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-43,cagegfp_aqp4ko,43,F,2025-01-24,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 8,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-44,cagegfp_aqp4ko,44,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-45,cagegfp_aqp4ko,45,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-46,cagegfp_aqp4ko,46,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-47,cagegfp_aqp4ko,47,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,-/-,+/-,AQP4:-/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-48,cagegfp_aqp4ko,48,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,+/+,-/-,AQP4:+/+; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-49,cagegfp_aqp4ko,49,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,-/-,+/-,AQP4:-/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-50,cagegfp_aqp4ko,50,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,-/-,+/-,AQP4:-/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-51,cagegfp_aqp4ko,51,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 14,2,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-52,cagegfp_aqp4ko,52,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-53,cagegfp_aqp4ko,53,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-54,cagegfp_aqp4ko,54,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-55,cagegfp_aqp4ko,55,M,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,-/-,+/-,AQP4:-/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-56,cagegfp_aqp4ko,56,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/-,-/-,AQP4:+/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-57,cagegfp_aqp4ko,57,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-58,cagegfp_aqp4ko,58,F,2025-04-22,in_house,,,CAG-EGFP-AQP4KO 5,CAG-EGFP-AQP4KO 15,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-59,cagegfp_aqp4ko,59,M,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-60,cagegfp_aqp4ko,60,M,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/+,+/+,AQP4:+/+; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-61,cagegfp_aqp4ko,61,M,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/-,-/-,AQP4:+/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-62,cagegfp_aqp4ko,62,M,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-63,cagegfp_aqp4ko,63,M,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-64,cagegfp_aqp4ko,64,F,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-65,cagegfp_aqp4ko,65,F,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,-/-,-/-,AQP4:-/-; CAG-EGFP:-/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-66,cagegfp_aqp4ko,66,F,2025-04-23,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 13,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-67,cagegfp_aqp4ko,67,M,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-68,cagegfp_aqp4ko,68,M,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-69,cagegfp_aqp4ko,69,M,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-70,cagegfp_aqp4ko,70,F,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-71,cagegfp_aqp4ko,71,F,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-72,cagegfp_aqp4ko,72,F,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-73,cagegfp_aqp4ko,73,F,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-74,cagegfp_aqp4ko,74,F,2025-04-24,in_house,,,CAG-EGFP-AQP4KO 37,CAG-EGFP-AQP4KO 31,3,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-75,cagegfp_aqp4ko,75,M,2025-06-08,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 16,2,,,+/-,+/+,AQP4:+/-; CAG-EGFP:+/+,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-76,cagegfp_aqp4ko,76,M,2025-06-08,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 16,2,,,+/+,+/-,AQP4:+/+; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-77,cagegfp_aqp4ko,77,F,2025-06-08,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 16,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-78,cagegfp_aqp4ko,78,F,2025-06-08,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 16,2,,,+/-,+/-,AQP4:+/-; CAG-EGFP:+/-,confirmed,sacrificed,,tag:punch
cagegfp_aqp4ko-79,cagegfp_aqp4ko,79,F,2025-06-08,in_house,,,CAG-EGFP-AQP4KO 4,CAG-EGFP-AQP4KO 16,2,,,-/-,+/+,AQP4:-/-; CAG-EGFP:+/+,confirmed,alive,,tag:punch
